INFO:root:Epoch: 0, Train Loss: 1.2983023787920291, Train Acc: 0.768112301826477, Val Loss: 1.2180747160544763, Val Acc: 0.8252559304237366
INFO:root:Epoch: 1, Train Loss: 1.1173321633384778, Train Acc: 0.8746076822280884, Val Loss: 1.06718464081104, Val Acc: 0.8795944452285767
INFO:root:Epoch: 2, Train Loss: 1.0123057583203683, Train Acc: 0.8996032476425171, Val Loss: 1.011460923231565, Val Acc: 0.8886476755142212
INFO:root:Epoch: 3, Train Loss: 0.9733253127107253, Train Acc: 0.9022602438926697, Val Loss: 0.9903608652261587, Val Acc: 0.8892486095428467
INFO:root:Epoch: 4, Train Loss: 0.9563277409626887, Train Acc: 0.9050313234329224, Val Loss: 0.9812109653766339, Val Acc: 0.8880466818809509
INFO:root:Epoch: 5, Train Loss: 0.947410221856374, Train Acc: 0.9088430404663086, Val Loss: 0.9772498286687411, Val Acc: 0.8868059515953064
INFO:root:Epoch: 6, Train Loss: 0.9419475690676615, Train Acc: 0.9085425734519958, Val Loss: 0.9737163140223577, Val Acc: 0.8867865800857544
INFO:root:Epoch: 7, Train Loss: 0.9385524306159753, Train Acc: 0.9081863760948181, Val Loss: 0.9725170869093674, Val Acc: 0.8867865800857544
INFO:root:Epoch: 8, Train Loss: 0.9358827890111849, Train Acc: 0.908645510673523, Val Loss: 0.9713101937220647, Val Acc: 0.8867865800857544
INFO:root:Epoch: 9, Train Loss: 0.9339772904148469, Train Acc: 0.9090684056282043, Val Loss: 0.9702352973131033, Val Acc: 0.8867865800857544
INFO:root:Epoch: 10, Train Loss: 0.9325766253929871, Train Acc: 0.9091713428497314, Val Loss: 0.969485906454233, Val Acc: 0.8879885077476501
INFO:root:Epoch: 11, Train Loss: 0.9312487376423982, Train Acc: 0.9090210795402527, Val Loss: 0.968276165998899, Val Acc: 0.8879885077476501
INFO:root:Epoch: 12, Train Loss: 0.9303924320982053, Train Acc: 0.9092464447021484, Val Loss: 0.9682526771838849, Val Acc: 0.8879885077476501
INFO:root:Epoch: 13, Train Loss: 0.9294629251727691, Train Acc: 0.9093215465545654, Val Loss: 0.9675280589323777, Val Acc: 0.8867865800857544
INFO:root:Epoch: 14, Train Loss: 0.9292154633081876, Train Acc: 0.9088262915611267, Val Loss: 0.9672685861587524, Val Acc: 0.8867865800857544
INFO:root:Epoch: 15, Train Loss: 0.9283890941968331, Train Acc: 0.908984899520874, Val Loss: 0.9668709268936744, Val Acc: 0.8867865800857544
INFO:root:Epoch: 16, Train Loss: 0.92800851051624, Train Acc: 0.9087985157966614, Val Loss: 0.9664714703193078, Val Acc: 0.8867865800857544
INFO:root:Epoch: 17, Train Loss: 0.9273350576941783, Train Acc: 0.9088820219039917, Val Loss: 0.9663247787035428, Val Acc: 0.8867865800857544
INFO:root:Epoch: 18, Train Loss: 0.9267829559170283, Train Acc: 0.9089292883872986, Val Loss: 0.9655206845356867, Val Acc: 0.8867865800857544
INFO:root:Epoch: 19, Train Loss: 0.9259929083860837, Train Acc: 0.9090767502784729, Val Loss: 0.9654911573116596, Val Acc: 0.8867865800857544
INFO:root:Epoch: 20, Train Loss: 0.9258672170914136, Train Acc: 0.9089654684066772, Val Loss: 0.9651325528438275, Val Acc: 0.8867865800857544
INFO:root:Epoch: 21, Train Loss: 0.9253960011097101, Train Acc: 0.9089654684066772, Val Loss: 0.9645450894649212, Val Acc: 0.8867865800857544
INFO:root:Epoch: 22, Train Loss: 0.9248749934709989, Train Acc: 0.9104010462760925, Val Loss: 0.9648825205289401, Val Acc: 0.8867865800857544
INFO:root:Epoch: 23, Train Loss: 0.9245560834041009, Train Acc: 0.9095747470855713, Val Loss: 0.9643005132675171, Val Acc: 0.8891904354095459
INFO:root:Epoch: 24, Train Loss: 0.9242710075699366, Train Acc: 0.9103732705116272, Val Loss: 0.9639994502067566, Val Acc: 0.8903923630714417
INFO:root:Epoch: 25, Train Loss: 0.9241382359312131, Train Acc: 0.9106375575065613, Val Loss: 0.9637328661405123, Val Acc: 0.8903923630714417
INFO:root:Epoch: 26, Train Loss: 0.9235417023301125, Train Acc: 0.9115000367164612, Val Loss: 0.9636499377397391, Val Acc: 0.8903923630714417
INFO:root:Epoch: 27, Train Loss: 0.923192091859304, Train Acc: 0.911828339099884, Val Loss: 0.963245167182042, Val Acc: 0.8903923630714417
INFO:root:Epoch: 28, Train Loss: 0.9232762622145506, Train Acc: 0.912098228931427, Val Loss: 0.9633932113647461, Val Acc: 0.8903923630714417
INFO:root:Epoch: 29, Train Loss: 0.92253039089533, Train Acc: 0.9121567010879517, Val Loss: 0.9630198341149551, Val Acc: 0.8903923630714417
INFO:root:Epoch: 30, Train Loss: 0.9224269344256475, Train Acc: 0.9123458862304688, Val Loss: 0.9627094177099375, Val Acc: 0.8903923630714417
INFO:root:Epoch: 31, Train Loss: 0.9220568062021182, Train Acc: 0.9126602411270142, Val Loss: 0.962462278512808, Val Acc: 0.8903923630714417
INFO:root:Epoch: 32, Train Loss: 0.9217430106722392, Train Acc: 0.9128438234329224, Val Loss: 0.9620541609250582, Val Acc: 0.8903923630714417
INFO:root:Epoch: 33, Train Loss: 0.921332469353309, Train Acc: 0.9129189848899841, Val Loss: 0.9618749251732459, Val Acc: 0.8903923630714417
INFO:root:Epoch: 34, Train Loss: 0.9206900774286344, Train Acc: 0.9134531617164612, Val Loss: 0.9613549801019522, Val Acc: 0.8916136622428894
