INFO:root:Epoch: 0, Train Loss: 1.280947731091426, Train Acc: 0.7861829400062561, Val Loss: 1.1456959064190204, Val Acc: 0.8649775385856628
INFO:root:Epoch: 1, Train Loss: 1.0537313744425774, Train Acc: 0.8844150304794312, Val Loss: 0.9901768290079557, Val Acc: 0.9042920470237732
INFO:root:Epoch: 2, Train Loss: 0.9735682881795443, Train Acc: 0.9004212021827698, Val Loss: 0.9495212802520165, Val Acc: 0.9060949087142944
INFO:root:Epoch: 3, Train Loss: 0.9505645592625325, Train Acc: 0.9048700332641602, Val Loss: 0.9358143164561346, Val Acc: 0.9114647507667542
INFO:root:Epoch: 4, Train Loss: 0.9421458307367104, Train Acc: 0.9046223759651184, Val Loss: 0.9295889368424048, Val Acc: 0.9114647507667542
INFO:root:Epoch: 5, Train Loss: 0.9376392238415204, Train Acc: 0.9070457220077515, Val Loss: 0.9261216337864215, Val Acc: 0.9151093363761902
INFO:root:Epoch: 6, Train Loss: 0.934648395730899, Train Acc: 0.9077635407447815, Val Loss: 0.9229771907512958, Val Acc: 0.9157103300094604
INFO:root:Epoch: 7, Train Loss: 0.932336460512418, Train Acc: 0.9085063934326172, Val Loss: 0.9214271811338571, Val Acc: 0.9139074087142944
INFO:root:Epoch: 8, Train Loss: 0.9303601659261264, Train Acc: 0.9093215465545654, Val Loss: 0.9189693973614619, Val Acc: 0.9163112640380859
INFO:root:Epoch: 9, Train Loss: 0.9288240699813917, Train Acc: 0.9097639322280884, Val Loss: 0.9176600667146536, Val Acc: 0.9145084023475647
INFO:root:Epoch: 10, Train Loss: 0.927568198969731, Train Acc: 0.909190833568573, Val Loss: 0.9162705494807317, Val Acc: 0.9187151193618774
INFO:root:Epoch: 11, Train Loss: 0.9263459335152919, Train Acc: 0.9105234742164612, Val Loss: 0.914851399568411, Val Acc: 0.9169121980667114
INFO:root:Epoch: 12, Train Loss: 0.9253519916763673, Train Acc: 0.9111160635948181, Val Loss: 0.9135682170207684, Val Acc: 0.9193160533905029
INFO:root:Epoch: 13, Train Loss: 0.9241218223021581, Train Acc: 0.9117254018783569, Val Loss: 0.9127844847165622, Val Acc: 0.9157103300094604
INFO:root:Epoch: 14, Train Loss: 0.9232524719375831, Train Acc: 0.9117059707641602, Val Loss: 0.9116113002483661, Val Acc: 0.9199170470237732
INFO:root:Epoch: 15, Train Loss: 0.9224520933169585, Train Acc: 0.9126657843589783, Val Loss: 0.9110181927680969, Val Acc: 0.9199170470237732
INFO:root:Epoch: 16, Train Loss: 0.9213095439168123, Train Acc: 0.9132667779922485, Val Loss: 0.9100144322101886, Val Acc: 0.9217199087142944
INFO:root:Epoch: 17, Train Loss: 0.9200238671440345, Train Acc: 0.9146467447280884, Val Loss: 0.9082967868218055, Val Acc: 0.9235228300094604
INFO:root:Epoch: 18, Train Loss: 0.9185767947481229, Train Acc: 0.9156316518783569, Val Loss: 0.9078855468676641, Val Acc: 0.9235228300094604
INFO:root:Epoch: 19, Train Loss: 0.9173525640597711, Train Acc: 0.9152838587760925, Val Loss: 0.9068794984083909, Val Acc: 0.921118974685669
INFO:root:Epoch: 20, Train Loss: 0.9169076755642891, Train Acc: 0.9162048101425171, Val Loss: 0.9065942397484412, Val Acc: 0.921118974685669
INFO:root:Epoch: 21, Train Loss: 0.916240642277094, Train Acc: 0.9164023995399475, Val Loss: 0.9054677440569951, Val Acc: 0.9217199087142944
INFO:root:Epoch: 22, Train Loss: 0.9155467548049413, Train Acc: 0.916458010673523, Val Loss: 0.9049140306619498, Val Acc: 0.9217199087142944
INFO:root:Epoch: 23, Train Loss: 0.915166152211336, Train Acc: 0.9164496064186096, Val Loss: 0.904264353788816, Val Acc: 0.9217199087142944
INFO:root:Epoch: 24, Train Loss: 0.9145080630595868, Train Acc: 0.9166638851165771, Val Loss: 0.9041158144290631, Val Acc: 0.9217199087142944
INFO:root:Epoch: 25, Train Loss: 0.9140149079836332, Train Acc: 0.916786253452301, Val Loss: 0.9032069994853094, Val Acc: 0.9241237640380859
INFO:root:Epoch: 26, Train Loss: 0.9139702663971827, Train Acc: 0.9165998697280884, Val Loss: 0.9042289944795462, Val Acc: 0.9241237640380859
INFO:root:Epoch: 27, Train Loss: 0.9135566221979948, Train Acc: 0.916928231716156, Val Loss: 0.9028592109680176, Val Acc: 0.9241237640380859
INFO:root:Epoch: 28, Train Loss: 0.9130686492874072, Train Acc: 0.9171618819236755, Val Loss: 0.9022411887462323, Val Acc: 0.9241237640380859
INFO:root:Epoch: 29, Train Loss: 0.9131283215605296, Train Acc: 0.9172008037567139, Val Loss: 0.901945526783283, Val Acc: 0.9241237640380859
INFO:root:Epoch: 30, Train Loss: 0.9129639399739412, Train Acc: 0.9171451926231384, Val Loss: 0.9014453842089727, Val Acc: 0.9241237640380859
INFO:root:Epoch: 31, Train Loss: 0.9122375032076468, Train Acc: 0.9173594117164612, Val Loss: 0.901063648553995, Val Acc: 0.9241237640380859
INFO:root:Epoch: 32, Train Loss: 0.9121598899364471, Train Acc: 0.9171535968780518, Val Loss: 0.9007090100875268, Val Acc: 0.9241237640380859
INFO:root:Epoch: 33, Train Loss: 0.9117270759665049, Train Acc: 0.9172369837760925, Val Loss: 0.9005889938427851, Val Acc: 0.9241237640380859
INFO:root:Epoch: 34, Train Loss: 0.9117952705575869, Train Acc: 0.9171257019042969, Val Loss: 0.9002480140099158, Val Acc: 0.9241237640380859
INFO:root:Epoch: 35, Train Loss: 0.9114004207345155, Train Acc: 0.9173120856285095, Val Loss: 0.8999079144918002, Val Acc: 0.9241237640380859
INFO:root:Epoch: 36, Train Loss: 0.9113594052883295, Train Acc: 0.9172759652137756, Val Loss: 0.8998428766544049, Val Acc: 0.9241237640380859
INFO:root:Epoch: 37, Train Loss: 0.9111816436052322, Train Acc: 0.9171813726425171, Val Loss: 0.8997120307042048, Val Acc: 0.9241237640380859
INFO:root:Epoch: 38, Train Loss: 0.9108458998111578, Train Acc: 0.91707843542099, Val Loss: 0.9000886816244859, Val Acc: 0.9241237640380859
INFO:root:Epoch: 39, Train Loss: 0.9108773263601156, Train Acc: 0.916928231716156, Val Loss: 0.8993490430024954, Val Acc: 0.9241237640380859
INFO:root:Epoch: 40, Train Loss: 0.9104413659526751, Train Acc: 0.9170589447021484, Val Loss: 0.8991668636982257, Val Acc: 0.9241237640380859
INFO:root:Epoch: 41, Train Loss: 0.9103194543948541, Train Acc: 0.9173120856285095, Val Loss: 0.8991231734936054, Val Acc: 0.9241237640380859
INFO:root:Epoch: 42, Train Loss: 0.9104013729553956, Train Acc: 0.916928231716156, Val Loss: 0.8991739383110633, Val Acc: 0.9241237640380859
INFO:root:Epoch: 43, Train Loss: 0.910249796624367, Train Acc: 0.9171535968780518, Val Loss: 0.8987122590725238, Val Acc: 0.9241237640380859
INFO:root:Epoch: 44, Train Loss: 0.9098424974542397, Train Acc: 0.9173120856285095, Val Loss: 0.8984630520527179, Val Acc: 0.9241237640380859
INFO:root:Epoch: 45, Train Loss: 0.9100214437796519, Train Acc: 0.9172564744949341, Val Loss: 0.8987311950096717, Val Acc: 0.9241237640380859
INFO:root:Epoch: 46, Train Loss: 0.9097838717011305, Train Acc: 0.9171340465545654, Val Loss: 0.8983306013620816, Val Acc: 0.9241237640380859
INFO:root:Epoch: 47, Train Loss: 0.9097015622716683, Train Acc: 0.9174067378044128, Val Loss: 0.8987930508760306, Val Acc: 0.9241237640380859
INFO:root:Epoch: 48, Train Loss: 0.9098389549897268, Train Acc: 0.9174178838729858, Val Loss: 0.8985062700051528, Val Acc: 0.9241237640380859
INFO:root:Epoch: 49, Train Loss: 0.909601879807619, Train Acc: 0.9179520010948181, Val Loss: 0.8981986320935763, Val Acc: 0.9241237640380859
INFO:root:Epoch: 50, Train Loss: 0.9092002677229735, Train Acc: 0.917612612247467, Val Loss: 0.8981945789777316, Val Acc: 0.9241237640380859
INFO:root:Epoch: 51, Train Loss: 0.9094249898424516, Train Acc: 0.9175013303756714, Val Loss: 0.898161021562723, Val Acc: 0.9241237640380859
INFO:root:Epoch: 52, Train Loss: 0.9092097740906936, Train Acc: 0.917979896068573, Val Loss: 0.8986425858277541, Val Acc: 0.9241237640380859
INFO:root:Epoch: 53, Train Loss: 0.9089238311235721, Train Acc: 0.9177350401878357, Val Loss: 0.8994620763338529, Val Acc: 0.9229218363761902
INFO:root:Epoch: 54, Train Loss: 0.9090266067248124, Train Acc: 0.9171618819236755, Val Loss: 0.8982072518422053, Val Acc: 0.9241237640380859
INFO:root:Epoch: 55, Train Loss: 0.9089539704414514, Train Acc: 0.9179242253303528, Val Loss: 0.8983548512825599, Val Acc: 0.9241237640380859
INFO:root:Epoch: 56, Train Loss: 0.908618590579583, Train Acc: 0.9179409742355347, Val Loss: 0.8988414315076975, Val Acc: 0.9229218363761902
INFO:root:Epoch: 57, Train Loss: 0.9089971379591868, Train Acc: 0.9172954559326172, Val Loss: 0.8975404730209937, Val Acc: 0.9241237640380859
INFO:root:Epoch: 58, Train Loss: 0.908772451373247, Train Acc: 0.9180077314376831, Val Loss: 0.8977249769064096, Val Acc: 0.9241237640380859
INFO:root:Epoch: 59, Train Loss: 0.9088534936308861, Train Acc: 0.9175959229469299, Val Loss: 0.8982069996687082, Val Acc: 0.9229218363761902
INFO:root:Epoch: 60, Train Loss: 0.9084321845036286, Train Acc: 0.9176404476165771, Val Loss: 0.8984510073295007, Val Acc: 0.9229218363761902
INFO:root:Epoch: 61, Train Loss: 0.9083036837669519, Train Acc: 0.917762815952301, Val Loss: 0.8974606027969947, Val Acc: 0.9241237640380859
