INFO:root:Epoch: 0, Train Loss: 1.3761593183645835, Train Acc: 0.75, Val Loss: 1.3568546680303721, Val Acc: 0.75
INFO:root:Epoch: 1, Train Loss: 1.3282173344722161, Train Acc: 0.75, Val Loss: 1.27828848361969, Val Acc: 0.75
INFO:root:Epoch: 2, Train Loss: 1.2204213062157998, Train Acc: 0.8151737451553345, Val Loss: 1.1343167011554425, Val Acc: 0.8795168995857239
INFO:root:Epoch: 3, Train Loss: 1.0916190640284464, Train Acc: 0.8734614253044128, Val Loss: 1.0292443587229803, Val Acc: 0.8940175175666809
INFO:root:Epoch: 4, Train Loss: 1.0168012713010495, Train Acc: 0.893101155757904, Val Loss: 0.9772745370864868, Val Acc: 0.9066570997238159
INFO:root:Epoch: 5, Train Loss: 0.9809581196078887, Train Acc: 0.8990774154663086, Val Loss: 0.9494021580769465, Val Acc: 0.9102628231048584
INFO:root:Epoch: 6, Train Loss: 0.9632596671581268, Train Acc: 0.9008525013923645, Val Loss: 0.9358101533009455, Val Acc: 0.9102628231048584
INFO:root:Epoch: 7, Train Loss: 0.9537270842836454, Train Acc: 0.9013226628303528, Val Loss: 0.9271526886866643, Val Acc: 0.9139461517333984
INFO:root:Epoch: 8, Train Loss: 0.9477936442081745, Train Acc: 0.9028195142745972, Val Loss: 0.9208590663396395, Val Acc: 0.9223595857620239
INFO:root:Epoch: 9, Train Loss: 0.9438834425348502, Train Acc: 0.9044165015220642, Val Loss: 0.9161387361012973, Val Acc: 0.9265276193618774
INFO:root:Epoch: 10, Train Loss: 0.9411411336981333, Train Acc: 0.905715823173523, Val Loss: 0.9128122146313007, Val Acc: 0.9265276193618774
INFO:root:Epoch: 11, Train Loss: 0.939114643404117, Train Acc: 0.9064114093780518, Val Loss: 0.910667203939878, Val Acc: 0.9265276193618774
INFO:root:Epoch: 12, Train Loss: 0.9376521804011785, Train Acc: 0.9063279032707214, Val Loss: 0.9089052035258367, Val Acc: 0.9265276193618774
INFO:root:Epoch: 13, Train Loss: 0.9365131448094661, Train Acc: 0.9064308404922485, Val Loss: 0.9067116104639493, Val Acc: 0.9265276193618774
INFO:root:Epoch: 14, Train Loss: 0.9352292705040711, Train Acc: 0.9064391851425171, Val Loss: 0.9054963772113507, Val Acc: 0.9265276193618774
INFO:root:Epoch: 15, Train Loss: 0.934479490495645, Train Acc: 0.9065616130828857, Val Loss: 0.9042386733568631, Val Acc: 0.9265276193618774
INFO:root:Epoch: 16, Train Loss: 0.9335524164713346, Train Acc: 0.9068425893783569, Val Loss: 0.9032140603432288, Val Acc: 0.9265276193618774
INFO:root:Epoch: 17, Train Loss: 0.933123386823214, Train Acc: 0.9065059423446655, Val Loss: 0.9026524562102097, Val Acc: 0.9265276193618774
INFO:root:Epoch: 18, Train Loss: 0.9322994517592283, Train Acc: 0.9064670205116272, Val Loss: 0.9019352472745455, Val Acc: 0.9265276193618774
INFO:root:Epoch: 19, Train Loss: 0.9320000215218618, Train Acc: 0.9073795676231384, Val Loss: 0.9012298492284921, Val Acc: 0.9265276193618774
INFO:root:Epoch: 20, Train Loss: 0.9314115374134138, Train Acc: 0.9076884388923645, Val Loss: 0.9003092554899362, Val Acc: 0.9265276193618774
INFO:root:Epoch: 21, Train Loss: 0.9311335992354614, Train Acc: 0.9083561301231384, Val Loss: 0.8996832279058603, Val Acc: 0.9265276193618774
INFO:root:Epoch: 22, Train Loss: 0.9306211385589379, Train Acc: 0.9079889059066772, Val Loss: 0.8992515573134789, Val Acc: 0.9277295470237732
INFO:root:Epoch: 23, Train Loss: 0.9302443242990054, Train Acc: 0.9077913761138916, Val Loss: 0.8989936205056998, Val Acc: 0.9277295470237732
INFO:root:Epoch: 24, Train Loss: 0.9298935446601647, Train Acc: 0.9088903665542603, Val Loss: 0.8983399180265573, Val Acc: 0.9277295470237732
INFO:root:Epoch: 25, Train Loss: 0.9295505399887378, Train Acc: 0.9082421064376831, Val Loss: 0.8984139469953684, Val Acc: 0.928931474685669
INFO:root:Epoch: 26, Train Loss: 0.9291569418632067, Train Acc: 0.9094995856285095, Val Loss: 0.8978114724159241, Val Acc: 0.9277295470237732
INFO:root:Epoch: 27, Train Loss: 0.9292658286599013, Train Acc: 0.9096053838729858, Val Loss: 0.8971570088313177, Val Acc: 0.928931474685669
INFO:root:Epoch: 28, Train Loss: 0.9286032886459277, Train Acc: 0.9096081852912903, Val Loss: 0.8970552040980413, Val Acc: 0.928931474685669
INFO:root:Epoch: 29, Train Loss: 0.928576746239112, Train Acc: 0.9097360968589783, Val Loss: 0.8965445435964144, Val Acc: 0.9277295470237732
INFO:root:Epoch: 30, Train Loss: 0.9280137677605336, Train Acc: 0.9099782109260559, Val Loss: 0.8966457156034616, Val Acc: 0.928931474685669
INFO:root:Epoch: 31, Train Loss: 0.9280158642392892, Train Acc: 0.9093688726425171, Val Loss: 0.8958868980407715, Val Acc: 0.928931474685669
INFO:root:Epoch: 32, Train Loss: 0.927648670398272, Train Acc: 0.909875214099884, Val Loss: 0.895927213705503, Val Acc: 0.9277295470237732
INFO:root:Epoch: 33, Train Loss: 0.9275444310445052, Train Acc: 0.9097445011138916, Val Loss: 0.8952983663632319, Val Acc: 0.9277295470237732
INFO:root:Epoch: 34, Train Loss: 0.927243679188765, Train Acc: 0.9093967080116272, Val Loss: 0.8953123184350821, Val Acc: 0.9277295470237732
INFO:root:Epoch: 35, Train Loss: 0.927195766224311, Train Acc: 0.9095664620399475, Val Loss: 0.894667176099924, Val Acc: 0.9277295470237732
INFO:root:Epoch: 36, Train Loss: 0.9270239122785054, Train Acc: 0.9095664620399475, Val Loss: 0.8943058848381042, Val Acc: 0.9277295470237732
INFO:root:Epoch: 37, Train Loss: 0.9269385097118524, Train Acc: 0.9094829559326172, Val Loss: 0.8943414596410898, Val Acc: 0.9277295470237732
INFO:root:Epoch: 38, Train Loss: 0.9265881954477384, Train Acc: 0.9098669290542603, Val Loss: 0.8946665892234216, Val Acc: 0.9277295470237732
INFO:root:Epoch: 39, Train Loss: 0.926343678854979, Train Acc: 0.9095469117164612, Val Loss: 0.8946142196655273, Val Acc: 0.9277295470237732
INFO:root:Epoch: 40, Train Loss: 0.9263240947173192, Train Acc: 0.9095385670661926, Val Loss: 0.8941603578053988, Val Acc: 0.9277295470237732
INFO:root:Epoch: 41, Train Loss: 0.9260232207866815, Train Acc: 0.9097445011138916, Val Loss: 0.8938467869391808, Val Acc: 0.9277295470237732
INFO:root:Epoch: 42, Train Loss: 0.9258552090479777, Train Acc: 0.90926593542099, Val Loss: 0.8934980447475727, Val Acc: 0.9277295470237732
INFO:root:Epoch: 43, Train Loss: 0.9256499925485024, Train Acc: 0.9097918272018433, Val Loss: 0.8932538032531738, Val Acc: 0.9277295470237732
INFO:root:Epoch: 44, Train Loss: 0.9254368818723239, Train Acc: 0.9099420309066772, Val Loss: 0.8934025993713965, Val Acc: 0.9277295470237732
INFO:root:Epoch: 45, Train Loss: 0.9252758003198184, Train Acc: 0.9103927612304688, Val Loss: 0.893168412722074, Val Acc: 0.9283304810523987
INFO:root:Epoch: 46, Train Loss: 0.9249900178267405, Train Acc: 0.9113498330116272, Val Loss: 0.8928466072449317, Val Acc: 0.9283304810523987
INFO:root:Epoch: 47, Train Loss: 0.9249933992440884, Train Acc: 0.9106181263923645, Val Loss: 0.8928530262066767, Val Acc: 0.9283304810523987
INFO:root:Epoch: 48, Train Loss: 0.92485022602173, Train Acc: 0.9109185934066772, Val Loss: 0.8930230324084942, Val Acc: 0.9283304810523987
INFO:root:Epoch: 49, Train Loss: 0.9249735090595025, Train Acc: 0.9106570482254028, Val Loss: 0.8925457642628596, Val Acc: 0.9277295470237732
